20210504_Corbeil,Olink NPX Manager 2.2.3.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPX data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panel,Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Immune Response(v.3204),Olink Target 96 Inflammation(v.3022),Olink Target 96 Immune Response(v.3204),Olink Target 96 Inflammation(v.3022)
2-012,1.91333,2.37741,1.91099,0.80049,0.36457,6.95957,4.06809,2.33306,2.86444,2.06013,3.4806,3.12933,0.00211,3.92495,1.11606,2.39364,1.15868,-0.53159,0.59867,4.26838,1.25034,1.62117,2.94186,1.39456,3.12274,1.72766,0.80011,1.59415,2.50167,3.2775,1.30017,2.96854,2.21161,8.76884,9.1229,3.19718,1.72548,1.02229,2.40185,-0.04336,2.40593,2.01123,4.19435,0.32337,2.00292,-1.53257,3.48557,0.55351,1.32233,4.70537,0.33107,2.81364,4.69037,0.15469,3.92445,2.75406,2.90581,2.1983,0.36626,6.09102,1.29486,3.11719,3.16071,5.90397,1.56645,5.33535,0.94955,0.93568,3.51503,8.23201,2.91091,3.01542,0.5014,3.79624,2.99999,0.80006,0.48843,3.21156,3.057,4.51757,3.31722,2.37723,3.19327,1.86438,1.15083,2.89772,0.75372,5.98155,0.93178,2.5482,2.6393,3.19979,7.08837,12.82888,10.20708,3.41502,2.046,3.11502,6.04539,3.70689,10.74231,7.90631,9.86393,3.0984,2.92207,13.39326,1.68291,8.89078,1.73803,8.09203,0.03362,6.63415,5.97568,0.39496,-1.26062,6.92664,0.63442,10.57116,0.71298,7.64626,5.97357,9.12278,9.12539,3.18277,5.07817,16.22712,9.19402,6.53242,1.54951,0.78891,1.11581,14.6527,4.1422,6.56507,10.35472,1.16187,6.46121,1.79716,9.27695,5.42075,-0.05855,13.85357,4.8755,9.77945,6.82927,0.28701,2.14235,3.52591,9.48626,2.71591,2.47896,10.07666,6.01319,6.722,9.07523,10.30706,10.16343,6.13268,0.22058,1.68682,1.84198,8.7707,5.64993,11.72953,0.35334,7.38037,7.8937,-0.44833,-0.18245,0.37735,9.81522,3.52539,6.47709,3.83992,6.675,1.69524,9.51724,9.35585,2.11157,3.22602,0.38181,4.96036,4.6866,9.99324,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
2-064,1.48517,0.61992,1.86301,0.51462,0.66051,5.88151,2.53589,1.75291,3.09238,0.92654,2.5429,1.75822,-0.15409,3.80902,0.76627,3.83121,1.24476,-0.63271,-0.05248,3.56165,1.50655,0.96532,2.58222,1.06776,3.79588,1.95599,-0.30092,1.39786,1.7777,2.15006,0.71891,2.20635,2.69907,8.15454,8.27412,2.89418,1.17582,0.2271,2.45557,-0.84293,2.13776,1.73133,3.7304,-0.04907,2.59326,-1.05706,3.15707,0.74627,0.36908,5.18221,-0.16573,3.10706,2.96272,-0.22939,1.82733,2.74871,2.35242,2.01923,0.03882,6.72967,0.56721,2.03924,1.09042,6.10693,5.12908,5.06115,0.65701,0.3853,3.41119,7.6302,3.83224,3.21521,0.72986,3.73561,3.08866,0.72065,0.12427,2.91865,2.9828,4.26032,3.59451,2.01256,2.24896,1.51548,0.69221,3.95562,-0.88351,2.75575,0.68301,2.49368,3.60289,2.38365,6.39164,12.63492,9.90965,2.33767,2.28875,2.91872,6.35881,3.47492,10.71835,7.11594,10.48891,1.98813,3.21031,12.66739,1.1732,7.11913,0.71615,8.92516,0.51987,6.37632,6.38862,-0.29468,-0.83914,4.9898,0.68612,9.49166,1.18575,7.26814,6.59931,10.18685,9.0819,3.23715,2.81368,15.32545,8.38948,4.11935,1.0733,0.56735,0.89574,15.24642,4.13194,5.96879,8.79943,1.37959,6.91697,1.36703,8.4577,5.4425,-0.15108,12.56242,5.30277,9.24668,6.17281,-0.69606,1.31091,0.88477,9.29393,2.01577,2.13875,10.35661,6.41432,5.95327,9.91232,8.77553,9.55716,6.77188,0.04122,1.89247,1.85141,9.05596,5.22827,11.47573,0.00769,5.86549,7.15117,-1.45749,-0.48999,0.3382,9.49834,3.06683,5.50148,4.4304,6.66291,1.83383,9.52109,6.70346,1.08005,3.346,0.59927,5.04355,4.99759,10.28243,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
1-030,2.72828,1.85821,2.95714,0.64566,0.6566,6.63722,5.59036,1.93029,2.78202,1.80118,4.36388,1.57272,0.24292,4.8265,0.80362,4.41017,0.99381,-0.14942,-0.38849,5.03041,1.28352,1.41603,4.29666,1.21626,3.923,2.23873,0.05272,2.27436,2.14389,2.23835,1.09828,3.2766,2.95959,7.91667,8.06201,2.89055,2.76999,-0.08099,2.40482,-0.33459,2.58639,2.21481,4.53814,0.38074,2.38753,-1.48865,3.29605,1.64702,0.9359,5.36052,0.15545,2.75237,4.19286,-0.79244,2.57071,2.0086,1.91714,1.27997,1.88294,6.05067,2.63402,4.63732,1.47414,6.24845,2.85986,4.75123,0.70485,1.09549,4.08891,8.06424,2.35388,2.90425,0.81169,3.44053,2.26692,0.95897,0.42291,2.89877,2.59821,4.39382,3.45573,2.03356,3.45169,1.79345,2.29236,3.49756,-1.0147,2.84673,0.58936,2.34869,3.21482,2.60598,6.16882,11.67824,10.35643,1.77942,1.52915,1.40424,6.04835,2.71233,10.05305,6.46651,9.93944,1.48288,2.22149,11.96508,0.91476,7.79705,2.14897,8.30842,0.33124,5.80583,6.09889,0.89603,-0.15357,5.9628,0.53688,10.15648,0.19465,6.61177,6.10427,10.03027,8.5511,1.94309,4.12198,14.86047,8.02566,5.49796,1.11262,0.78069,0.55072,15.09682,4.00948,3.85399,9.09678,1.15562,6.15006,1.28409,8.36022,5.24662,-0.08272,12.0187,6.00506,8.46974,6.9666,0.36918,0.19401,0.3348,9.34684,1.76958,2.12641,10.11399,6.24393,6.11665,9.03377,9.71355,9.02121,6.97896,0.20928,2.28808,1.97437,8.9097,6.73446,10.97888,0.17935,5.35893,9.14235,-0.71741,-0.23964,0.24778,9.80021,3.61853,6.66265,4.44212,6.77614,0.99016,9.1297,6.22661,2.43101,3.5407,0.89689,5.34233,5.11488,9.85041,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
1-058,1.37494,2.45478,1.58796,0.82889,1.34811,5.01823,3.69132,2.28666,3.25647,1.10654,2.39457,1.85696,0.54773,4.196,1.31562,3.864,1.51081,0.05647,1.0354,4.09815,2.35028,1.43698,3.01,1.80824,3.9523,2.18743,-0.05562,2.27618,1.98625,2.20836,1.06136,2.65702,2.26524,8.09797,7.79118,3.79661,1.70867,0.03756,1.97877,-0.62776,2.63266,2.35318,4.10723,0.58043,2.50549,-1.20575,3.87342,1.43646,0.5565,4.7198,0.51591,2.68515,2.58463,0.75363,2.72941,1.93529,2.19316,0.95544,0.40408,6.31199,1.29071,2.87855,1.83188,6.24459,0.73273,5.02538,0.86481,0.98201,3.54128,8.26496,3.8507,2.43879,0.89823,3.67389,2.69822,0.4973,0.65092,3.09287,2.77798,5.07548,3.06377,1.81498,2.62209,1.90013,0.31076,3.3032,-0.10466,2.67559,0.82664,2.31798,3.21765,2.62148,6.9341,11.14345,9.45654,2.4318,2.06681,2.33679,5.98755,2.74109,10.74054,6.78423,10.00556,1.73542,4.43903,12.13825,1.19792,6.83427,1.72074,8.37101,0.98682,5.57751,6.94709,0.64695,-0.37302,5.80129,0.68721,9.979,0.84185,5.55913,5.85662,10.04219,8.61156,1.99465,3.894,15.42273,7.72412,5.06889,1.64435,1.89647,1.14156,15.10237,3.95713,4.93275,9.4383,1.06297,5.98383,1.01604,8.39286,5.60389,-0.14938,11.94505,4.16039,8.74611,5.98338,-0.1854,-0.1833,0.35915,12.06475,0.65399,2.04852,10.48399,6.32227,5.67562,9.5645,8.70187,9.05876,7.37341,0.39756,3.05356,2.2157,9.17772,5.36026,11.5142,0.35104,6.45294,9.57163,-0.30975,0.0011,0.11358,9.26558,2.46505,6.76021,3.6888,5.80789,1.26801,9.3486,7.38865,3.12917,3.86958,0.99431,5.13108,4.8865,9.99259,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
1-034,2.4264,2.30493,3.00429,1.10377,1.47478,5.54998,5.7405,1.76132,3.4867,1.78617,3.8487,1.42868,0.64268,4.30243,1.48952,3.56572,1.35865,0.11259,0.64072,5.41799,1.43581,2.29556,3.67133,1.64897,2.24404,1.57077,0.00654,2.63888,2.21085,2.19693,0.75385,2.23191,2.21993,6.97215,8.14916,2.00937,2.67842,0.35132,1.91964,-0.4463,3.42466,1.81872,3.38689,1.00853,3.26578,-0.98898,4.33755,1.47052,0.72076,4.89434,0.12494,3.07602,5.11702,0.75228,2.85272,2.35305,2.07535,0.86567,1.50648,4.69878,2.45661,3.81293,1.77199,5.82513,1.54808,5.08171,0.56014,1.58811,3.97343,7.5281,1.76425,2.72178,0.84593,3.71026,1.82486,0.84481,0.58729,2.45622,2.05724,3.46253,2.60362,3.19216,3.18446,1.61194,1.58392,2.70209,1.81763,2.09709,0.88956,1.61947,2.54156,2.36065,6.79971,11.37434,9.372,1.53167,1.3932,1.18161,6.15978,2.6745,9.90322,7.31475,9.3857,1.31754,2.32695,12.65874,0.78011,7.70692,2.82987,7.88655,0.4044,6.23488,6.53955,0.32391,-0.55966,7.10961,0.90895,10.72481,0.70135,6.81297,5.41814,9.3055,7.54997,2.01695,4.88314,14.61026,8.28021,6.81135,1.24631,1.1856,0.87926,15.56404,3.39805,3.32832,9.00614,0.87393,6.12581,1.55901,8.18476,5.13576,-0.09032,13.8744,4.73061,9.22662,6.48839,0.13009,0.20527,0.60842,9.12546,1.48236,1.85058,10.24266,6.03735,5.56804,8.61674,9.8002,8.93858,5.82317,0.43483,3.36517,1.90029,9.01696,6.84143,11.92616,0.45172,6.52028,10.09441,-1.01581,-0.05623,0.48913,10.06126,3.72427,5.96434,3.43536,5.89506,1.73108,9.00755,6.27995,5.03264,4.05996,0.44689,4.87702,5.38914,10.25702,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
1-095,2.94331,2.28798,2.03725,0.88638,1.54266,7.02048,5.98812,2.09762,3.32065,2.11422,3.30849,2.66703,0.4058,4.79165,1.51793,4.48903,1.49398,-0.05327,0.54934,5.68098,1.86187,1.81501,4.39722,1.55774,3.03613,2.48736,-0.32012,2.69397,2.44283,3.1969,0.98497,2.44503,2.42371,8.94251,7.98008,2.94335,3.19963,0.20669,1.83437,-0.87954,3.35393,1.99521,3.78386,0.83137,2.4587,-1.61602,4.08385,1.61995,0.9204,5.50946,0.551,3.29998,4.92971,0.45566,3.58977,3.27551,2.24831,1.24428,2.2931,6.39398,3.27003,4.47966,2.33718,6.217,0.42549,5.48999,0.5298,1.24362,4.4712,7.5957,2.56307,2.20609,0.46926,3.19729,2.33399,0.81844,0.31929,3.04877,2.80372,4.11932,2.11732,2.71861,3.28872,1.49857,0.57959,3.54452,-0.38686,2.45749,6.24039,2.37283,3.14359,2.12444,5.9827,11.84484,9.67279,2.22704,2.25871,2.44264,6.20813,3.09269,10.45245,6.82005,9.88471,2.52259,2.16654,12.11817,0.65448,7.23564,2.47662,8.25946,1.03042,5.86172,6.41092,0.58604,-0.48093,7.43935,0.58622,10.08682,0.60336,6.92233,5.19479,9.33273,8.41815,1.66828,5.38432,15.16341,7.93552,6.84483,1.62891,0.71861,1.05591,15.99297,3.94146,4.7478,8.64792,0.7846,6.36282,1.48787,8.43325,5.09744,-0.12477,12.20372,4.48411,9.33425,6.30923,1.47166,0.79811,1.10881,9.05352,1.11859,1.86206,9.87367,6.04946,6.64929,9.04142,9.18918,8.68658,7.24516,0.3754,3.10834,1.65785,9.07076,7.27816,11.50261,0.93674,5.7637,8.99107,-0.2164,-0.07097,0.32981,9.39367,3.91192,6.25714,3.96792,6.16565,1.58837,9.10219,6.82128,4.25173,3.95858,5.99624,5.46847,4.73821,9.99684,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
1-093,1.71085,2.63018,1.47313,0.67393,0.59028,6.164,4.27142,1.42144,2.62182,0.94349,1.95327,0.92255,0.11738,4.22737,1.06891,3.14662,0.70563,-0.34641,0.36803,3.90792,1.08395,1.28999,3.05234,1.8164,2.2271,1.73679,-0.84625,1.8831,1.2537,1.8382,0.87918,2.02397,1.94677,7.50212,7.79163,2.03016,1.85752,-0.16478,2.13941,-0.8799,2.65098,1.50454,3.50992,0.15556,2.66745,-1.61366,4.00647,1.36949,0.63531,4.21317,-0.40958,2.04572,2.51389,0.16544,2.56818,1.93976,1.89875,0.9879,0.51575,6.0648,1.29931,2.35854,0.60557,4.81854,0.97138,4.65308,0.29873,0.61107,3.14689,7.81021,3.33604,1.54753,0.80586,2.85667,1.90989,0.76848,0.47469,2.50904,2.418,3.66028,2.34484,2.03715,2.40335,1.3807,0.77536,3.34502,-1.47071,2.10611,0.25178,1.75775,2.81984,2.23379,6.52066,12.86519,9.53466,1.99396,1.76787,2.37644,5.86799,2.64055,10.33448,6.76818,9.5549,1.05029,1.82091,12.00563,1.54892,7.75364,1.964,8.17082,0.33393,6.90138,6.41811,-0.19844,-0.69881,5.7606,0.34613,10.62559,1.50141,7.17504,6.00888,9.86404,8.75899,1.52219,4.10882,15.35651,8.02544,6.17768,1.26915,2.1309,0.93218,16.03622,3.75662,5.10271,12.21919,0.6983,6.22183,1.82974,8.58132,4.70654,-0.17117,13.33439,4.8639,8.83957,5.77487,0.31721,0.27726,0.63095,9.01355,1.23264,1.85665,10.76458,6.02751,6.11912,9.0935,9.59943,9.53824,5.75497,0.1873,2.18063,1.81249,8.89195,6.0261,11.75284,0.04445,7.13769,10.98272,-0.34586,-0.39758,6.19445,9.6465,2.65721,6.28607,3.4731,5.79904,1.93317,9.17402,7.17381,3.24674,3.50691,0.08582,5.34492,5.21849,9.87575,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
2-085,1.76524,1.50859,1.75072,0.71953,1.45938,6.25652,3.63205,2.23311,2.83063,1.5151,1.99257,1.54617,0.42477,3.68579,1.37864,3.63423,1.19102,-0.0613,0.1412,3.74565,1.82091,1.00489,3.18103,2.15997,3.23998,2.20584,0.61212,1.55917,2.29782,2.71235,1.44714,3.67713,2.52782,8.6184,8.50275,3.30698,1.96615,-0.00334,2.05416,-0.20502,2.84417,2.16241,4.44046,0.56871,3.23877,-0.86439,4.39993,1.392,0.72097,4.85942,0.41366,2.33658,2.94304,0.38292,3.8835,2.41157,2.93809,0.6953,0.26342,6.1738,1.46095,1.92386,2.38316,6.19616,0.72901,5.49456,0.5433,1.46788,3.16308,8.40863,3.51758,2.73416,0.95674,3.43675,2.54274,0.14087,0.69173,2.47576,3.17432,4.26606,2.98352,1.74279,2.2254,2.15682,0.17761,3.36707,-0.43265,2.77224,1.74675,2.25456,2.74629,3.17191,6.56051,12.1525,10.21946,2.33946,2.26632,2.97053,6.42861,4.00647,10.50442,7.87969,10.03349,1.38257,2.04686,12.63472,1.44485,8.05126,1.94628,8.59992,0.73183,6.76712,6.95429,0.24026,-0.46216,5.57272,0.79878,11.067,1.40803,7.06433,5.77141,9.98018,8.21806,2.22436,4.11517,16.14427,8.60342,5.59798,1.7481,0.89135,1.14433,15.66899,4.21288,3.3607,9.38213,1.17008,5.99033,1.55885,8.17374,5.27882,-0.06063,13.81047,4.7548,9.3284,6.69996,0.70102,0.27023,1.07488,9.3177,1.42458,1.91734,10.39523,5.89071,5.90554,9.01438,10.21666,9.36773,6.61551,0.37518,2.68213,2.53193,8.98452,5.04845,11.63114,0.73706,6.57324,9.71021,0.04241,-0.11561,1.83036,10.11626,3.35956,6.6994,4.26736,6.23283,2.112,8.91414,6.90838,4.2604,3.28593,1.4412,4.62196,5.07742,9.87593,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
1-060,2.01068,2.00318,2.2161,0.91154,0.29508,8.08629,4.09698,1.29423,2.36987,1.53146,2.85188,1.23015,0.32299,4.30171,0.85502,3.62086,1.2844,-0.56752,0.43387,4.64482,1.6719,1.04484,3.27719,1.99132,3.7659,1.8841,-0.2273,1.65735,1.71702,2.18395,1.3587,2.89591,2.49225,7.71576,8.45086,3.05138,1.94618,-0.05068,2.21449,-0.73856,2.35994,1.45085,3.96826,0.23884,2.99505,-1.46201,3.33006,1.84689,0.64669,4.49906,1.05755,2.76482,3.52515,0.62019,2.26175,2.33446,2.35327,2.02871,1.16109,6.20677,1.76685,3.32281,1.48041,5.97706,1.4672,5.33548,0.37572,0.44847,3.38752,8.14896,1.96376,2.22025,0.76568,3.26182,4.36072,0.72616,0.46391,2.29789,3.00329,4.54904,2.88547,2.00792,2.66334,1.4581,0.54195,3.35135,-1.10197,2.94275,0.48372,2.03643,2.75611,2.58267,6.52259,10.97592,9.83067,2.47849,1.59093,2.15889,6.02489,3.79407,10.46898,6.94472,9.78286,1.14822,2.71192,12.40881,0.8699,11.8695,1.92049,8.33515,0.59529,7.62735,6.94564,0.46964,0.06144,5.72689,0.13662,10.53794,0.12021,7.07499,5.43617,9.70981,8.81262,2.18781,4.22023,15.84937,8.55355,6.29963,1.22805,0.84086,0.97464,15.60861,4.13136,3.60049,9.33645,0.66072,6.21479,1.30461,8.08278,5.21754,-0.12596,12.16052,4.96627,8.80978,6.78254,2.55624,0.2004,0.3598,9.85253,2.42737,2.37556,10.37133,5.81739,6.12491,9.68711,9.41856,10.55221,6.38004,0.21824,2.35293,2.49585,9.11482,6.22518,11.37177,0.6933,7.91505,10.67683,-0.84624,-0.11915,0.61987,9.66326,3.15884,6.05607,4.13974,6.62171,1.60101,9.85457,6.79276,2.8803,3.20955,0.68527,4.95588,5.73496,9.88017,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
1-025,1.59782,2.52671,1.37444,0.74023,0.93633,6.67933,4.37747,1.50488,2.55776,1.33331,3.14735,1.82124,0.16525,3.63989,1.12049,3.73962,1.45105,-0.30766,-0.4861,3.77608,1.69941,0.94162,4.18581,1.60638,2.72278,1.55766,0.30283,2.25939,2.17512,2.54043,0.84204,1.53746,1.68969,6.96484,7.74413,2.22695,1.76767,0.05587,2.24814,-0.15393,2.97354,1.45229,3.76967,0.51903,2.47748,-1.24196,3.97498,1.10377,1.04108,4.52305,0.23281,2.41413,3.63874,0.05676,1.18759,1.9154,2.01187,0.86444,0.4727,5.63819,1.60981,3.37916,1.60928,5.89065,0.65192,5.0392,0.58109,0.50156,3.55809,7.91979,2.52595,2.64198,0.42153,2.54403,2.7461,0.66187,0.25805,2.60291,2.26646,3.96804,2.75812,1.47343,2.11353,1.3772,0.50239,3.15064,-0.96635,2.37896,0.52242,1.77379,2.91723,2.35552,5.99863,11.59355,9.3492,1.90892,1.71128,1.70849,5.57986,2.87168,10.38792,7.06277,9.67347,1.70609,1.71921,11.98266,1.27798,8.65758,1.40663,7.87358,0.59429,6.61643,6.44376,0.29468,-0.65501,5.57971,0.37666,10.32931,1.25604,6.56693,5.26207,9.17343,8.1369,1.8331,3.61823,15.30485,7.75556,5.69651,1.34721,1.99627,0.88209,15.91742,3.85433,6.21043,10.97339,0.8405,6.04152,1.67722,8.54157,5.1804,-0.1046,12.99785,4.07526,8.90138,6.34038,-0.21965,0.24752,0.36478,8.89616,1.18095,2.14645,10.2407,5.62015,5.95819,8.78085,9.55041,9.55031,8.58373,0.31957,2.61495,1.42214,8.76602,5.1784,11.49038,0.42697,6.49568,9.5052,0.21582,-0.00546,0.72398,9.70794,3.07707,6.27808,3.66713,6.021,1.11778,9.33176,6.99091,2.44739,4.00836,0.53399,5.16451,4.81047,9.58757,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
